intent,utterance
sarcastic,SOMETHING SO EXCELLENT ON VINE THE NIGHT OF THE @AIMS ALERT VINE HAD BEEN ALERTED SO I BOUGHT CERTAIN LOVE ALERTS!
sarcastic,Anyone else having a panic attack every time @apple opens a new email?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,whoah there goes @Piers Morgan putting a stop to this. his other show is actually about the sexual habits of cecilia o'nell and gryffindor! 😳!!!!!
sarcastic,@SeanHannahOtokarini @ASPSarcastic @ASPSarcastic I hope you had an amazing 4 years at @ASPSarcastic!!!!!!!!!
sarcastic,"I forgot how important twitter is 🙌🏼 I forgot how important twitter is 🙌🏼 https://t.co/oIdoL5cX2sU


I forgot how"
sarcastic,Catch me @MidNiteReleases playing Fire and Light with @BeenRelyzProducing on @NoticierMUScrolls A blast 😎!!!!!!!!!
sarcastic,"Some of my favs are Kendrick Lamar, Drake & 2 Chainz!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,No more hot chocolate here! 👌!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Shit I don’t have a tan!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Just watched two bad films in one sitting. Manage your money well!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my gf is doing what i do better than me in every way!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,My 3 year old is going bananas and playing Minecraft and getting excited for a banana!😸!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@joelendrescu @csugars @adamrodrigues @chasetownfc19 @jae_yo @SUBERB_HA #FRIENDS #FRIENDS
sarcastic,"sarcastic,very good song by pandora!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Don’t ever cross the president!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Some people get really worked up about the size and shape of birds - like peregrine falcons. I love how even if you line up the birds on a 40x20cm paper plate all in the same direction
sarcastic,I really don’t understand what’s so great about Christmas 💜. 😳!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,When you have a newborn baby it's so weird when the third trimester starts and you have to stop everything and put everything in the dishwasher bc u can see so much rubbish!!!!!!!!!
sarcastic,"Seriously man, how is there a vote on whether or not to give animals a legal right to life? @bbc News 24 https://t.co/TfNxVHVqFZV — Just"
sarcastic,New Year's Eve has finally hit me. Hope the new year is great too!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Idk why I would’ve went for an H2O instead of a water bottle but I’m going to!!!!!!!!!!!!!!!!!!!
sarcastic,Just ordered my favorite chili and I can't wait to get my hands on some! #GrowEm #EffortlessChoices #HappyHalloween #LifeFantastic #HappyHomeFriday — Sarah @ Care
sarcastic,I forgot how much I love school. https://t.co/CLiTyYOQ6Vci @shazclare @stuartmclane @BoltonFootball @MarkRansom13 @
sarcastic,@TheRiseOfRedhead You never know who is watching your back at the cinema!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my favorite thing about working in retail is the hours. when you get the call that you have to start looking at catalogs by 10 tomorrow be prepared for 45 mins bc it's lunch break.!!!!!!
sarcastic,"#GreatHeroesUnite I think that means ❤️ to you all. 💀 https://t.co/xlWokWYdwO5""!!!!!!!!"
sarcastic,As if I didn't have enough of @DotNetUSA making me feel welcome!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,only want a hug from my ex because he was so scary that the boys at school would just tear at him for no reason because they wanted a hug too!!!!!!!!!!!!!!
sarcastic,Can anyone provide a short list of books that I would hate if I didn’t read them?!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GeekDadDude The girls are out with the boys the whole time! 😭😭!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"getting my underpants tested for the first time. https://t.co/JN7bTDBfOIx — Jamie Hale (@JamieHale23) September 22, 2017

Just had my under"
sarcastic,I need my head examined. #Econ #EconWorkplace https://t.co/BjVlGBAss7s #bbcarnell #bbcarnell #bbcarnellmusic
sarcastic,It’s so nice to be in the United States. We’re just as bad as other countries for not being colonized and never being colonized.!!!!!!!!!!!
sarcastic,I have done nothing but love and appreciate every single person on my entire high school who has taken my love to heart. I’ve learned so much about myself and the people I've grown up with!!!!
sarcastic,"People who want to stop giving out vaccinations automatically get to walk away with only diphtheria, smallpox, and a smidgeon of mange 😜!!!!!!!!!!!!"
sarcastic,@julian_pennan I do too. I love it here 💀 💀 https://t.co/xQGGRz3PbO2 — Jules Bennett (@jules
sarcastic,@genevofficial @jessiewsanger @wtfismcga @sunsets What is up with this idiotic and overpriced cap and trade bill in capitol hill? https://t.
sarcastic,i love how weird it is that janet the janitor is still alive😂😂😂😂!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my fav thing about this city is that everyone always brings their best friend!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Tried to watch a marathons race this weekend and was thrown off!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,if only my mom was a professional music teacher. https://t.co/JH4TIMsDVVWR https://t.co/Ai5IH0d1PVVX…
sarcastic,It's okay if your dad and I grow up to be best friends.. Just don’t fucking wear a kimono to work.. 😔!!!!!!!!!!!!!!
sarcastic,Excited to announce that @MalLlachat has just been named the winner of the Linfield Academy Boys Manager of the Year Award https://t.co/yL2S8LgIkpI
sarcastic,my new job is to train a computerized dog to find homes for people who have lost their homes. :o!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@truett0tweet Not only is it getting less expensive to get online, it's getting freemium. Not to mention getting a retail discount will let you enjoy the most of shopping experience. 3:37"
sarcastic,I got a tattoo. Huh. My whole body is a blur for this one!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"I got a bagel with ketchup in it, egg in the middle, and a can of chai tea! YAY.!!!!!!!!!!!!!!!!!!"
sarcastic,i’m obsessed with Chris Lock!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I'm so over being online that I haven’t thought about how much my family’s privacy has been violated since I’ve started this hobby.!!!!!!!!!!!
sarcastic,Replace the phone charger with a rechargeable battery. I’m in love!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve been debating if I should wear my hair in dreadlocks or straight. My mom has always thought it would look better if I was completely straight-sharred too. #gettingglorious #w
sarcastic,"I should really stop being a nobody if people make fun of me for it https://t.co/xO1O2hqJHNl — Jess Lockwood (@jesslockwood) October 4,"
sarcastic,"Wow I love my job. I have very little time off, so I'm going to spend a week doing just that.!!!!!!!!!!!!!!!!!!!!"
sarcastic,"This is my favorite kind of party. #MidwifeMommy https://t.co/B5RDEQwBjJk""!!!!!!!!!!!!!!!"
sarcastic,It's gonna be so weird to not work and live at the same time #TheQuicksandHouse https://t.co/N8uDyFADHsx @FinchFriedman7 I
sarcastic,Nice to see some of my old friends out there. ❤️ @VoxStellar https://t.co/Dg2yY2bZCLS — The Hope Squad (@TheHopeSquad
sarcastic,@slimfit1313131054 @B0GFAJ1NT @sputnik67 @franklenhagens19 @Patriots I'm gonna go sleep!!!!!!!
sarcastic,I love how girls just respond to a kiss with a smile for the best part of 10 minutes before turning around and seeing a guy that they just never met.!!!!!!!!!!!!!
sarcastic,Just found out @sarcasticohio is a vaccinees taylors unibody!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,did you see that sweet man sit down across from me in the middle of the room with a paper plane in his hand? he couldn’t wait to crash it into my nose with such force it sent chills down
sarcastic,Hear the #iGotGoesHome theme song in its entirety https://t.co/mR5tNhcPwbE #iGotGoesHome The #iGotGoesHome theme
sarcastic,"Sometimes i just feel so sad for my family that i just can't’t get out of my head
’trying to watch @Cristiano’s Next Top Model every weekend brings me to tears"
sarcastic,i love the fact that when some girl waltzes by telling me I have the most amazing boobs i’ll just see her eyes roll in the toilet!!!!!!!!!!!!!
sarcastic,thinking about moving out of my parents home at a time when I really need my money🌽!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@sharaisayes0813 @hindsraking @WalsallOfficial @NTSB_ENG #EuropaLeague #Europa #Football #EuropaLegends #OfficialProps For all
sarcastic,"Just got my first credit card, and am starting to realize that nothing is 100% painless. @geekladies @Viz Media Please show your appreciation for everyone taking the time to be kind, be generous,"
sarcastic,"I’m so in love with the team at @ITV_Football https://t.co/TgJfcjZsDy — Mike Brown (@Chris_McManus) September 3, 2015"
sarcastic,Do you actually know what the fuck an AMAZING side effect of anesthesia is?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@JasonWatson1 @ESPNcricket So is this the first time you've seen a ball go for four runs in the top half before it hits the stumps? #ESPNcricket — Jamie Smithson
sarcastic,Getting ripped in the ribs by @misshapiro! Thanks @TeamHonda!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"After last night's romp with the Beastie Boys at T.G.I. Friday's, I've decided I wanna go the rando way: restaurant!!!!!!!!!!!!"
sarcastic,Get a load of these kitties. They're adorable and i love how they grow so fast!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love turning into a kikurin for the next 3 minutes!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can’t wait until summer break to get out of my city. I’m at home playing my own music and going to bed early everyday!!!!!!!!!!!!!!
sarcastic,"Raffaele, how many black boys has it taken to get a black girl!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,awkward... actually saw two cars at once and it was weird because one was not moving!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i actually love the way there’s no fave rock band on this planet I’ve been following for almost 10 years 💀!!!!!!!!!!!!!!!!!
sarcastic,@gabrielle_jordans_jr @RealAnthonyDuncan10 @lincolnchapman10 You can't have it both ways!!!!!!!!!!!!!
sarcastic,"Does anyone else get emails that complain that they're having a hard time paying for school because they're not graduating yet? The only way you can grow as a person is by living a rewarding, positive, and happy life!"
sarcastic,@TheTodayShow good evening!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,just trying to sleep but my dad is watching rnk on the small screen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"So out today of work, try and get a place for the night.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,if you watch xkcd and then play the game at home you will experience some hilarity 😜!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,hey @JoeyBendik! You’re getting a makeover!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Someone send me an email about the art school gyoza we went to!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So my little girl has to go to prom this year. She's actually quite cute. I’m honestly not sure why though!!!!!!!!!!!!!!!!!!
sarcastic,i have no idea how people can be so fucking mean to one another and then all of a sudden not feel so horrible for one another🤷!!!!!!!!!!!!!!!
sarcastic,"it really pains me when an animal is killed for food, but humans are allowed to eat live animals after all!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,the only reason people still listen to achilles ijt was because he rode on a chicken and was banned from the mall.!!!!!!!!!!!!!!!!!!
sarcastic,does anyone know of a good site for anyone to learn more about language!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Happy Halloween to all!! 💔 I love the snow. 🙌🏼!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,who goes to bed and wakes up to a song from Sia!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Not to brag, but I’ve actually done some research into ancient Greek and Roman history and been overwhelmed by the amount of research out there. This site has some really good news for me as well as the folks"
sarcastic,"Lol not having my work email anymore, please hear my grievances https://t.co/lZLw4oZzV4T — Erin Pizzey (@futbolgrlriot) October"
sarcastic,@UncleYatim131367 I'd always wonder why and I find out today! @Uncle_Yatim1367!!!!!!!!!!!!!!!!
sarcastic,Love it when you change your outfit on the toilet. 😂💭😂!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@MCCarveyMP This is so fucking weird. Looking at my 11 year old son taking a bath. #shopthepharmacy https://t.co/mJdAQAO2Gg
sarcastic,Perfect weekend so far! #AccidentThisIsHowTo #AccidentThisIsHowTo https://t.co/A5bRtPm2gMA — Ryan Duffy (@the__rob_duffy
sarcastic,Thank you for all the love 💚 💚 @pamparoni! :)!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,my mom just hit me with a book at book party and i wanna get to the end of the book!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Perfect place for lunch or dinner, has a great platter of fruit and a nice salad to finish it all off!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,@radikalalayk @AsdaServiceTeam @AsdaServiceTeam What a fantastic way to end #BlinkAndYouRSliding Day! #justcause https://t.co/XWHR
sarcastic,I just realized my bank account will now automatically be send to my new job account instead of my old one. :(!!!!!!!!!!!!!!!!!!!!!!
sarcastic,A little over three months into my marriage and I'm already feeling more empowered than ever. I literally was having flashbacks when I was younger of the days when we actually had a bank account to send money to!!!!
sarcastic,just got on the LA Metro @Metrolink and everyone looks at me as if i am old or some sort of instagram celebrity.!!!!!!!!!!!!!!!!!
sarcastic,i love when mom asks how i'm doing at school so i say something like im doing fine!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@voxdotcom I just want to thank everyone for the support 👋 https://t.co/PEmbO3E3JNt — Alan Partridge“s 4 Year Old Half-N
sarcastic,me and the others have such beautiful hair that it makes my head hurt. https://t.co/tygPXZBq5Hx — 🎶 #StevieNancy https://t.
sarcastic,"what a crowd, looking forward to seeing them again tomorrow. ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Just got some sick ice cream and it's on the go!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Love that @SteeleJobs is so far ahead of the competition. Well done @SteeleJobs!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,everyone need to stop texting so much and start reading in the bookshops at least a bit everyday!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,The thought of being visited by a scary spider just makes it so much more exciting!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,That's why we use @GetMotivated by @hampshire_camel https://t.co/8XUW7Ef8PXw https://t.co/zg7XZ
sarcastic,"@Tim_Geithner_USC As the President I take all and every offense against anyone who thinks life isn't fair, because a coin was put in the ground with a big fish in it!!!!"
sarcastic,"Happy birthday, Matt 😌!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"Just put my debit card in the mop, and let the dog lick it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,i love calling my parents in the evening to tell them what i've been up to. xo
sarcastic,everyone go for a nice morning walk in the park with the children!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,People who drive while drunk are just as drunk as everyone else... literally everyone else!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I feel weird putting my phone on silent when no one is around 😭!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Just finished the entire episode of Sherlock: The Abominable Bride. In addition to the third, I’m also spoiling for a party! 🤵!!!!!!!!!!!"
sarcastic,did u know that a green berry can has a 70% fatality rate? @AppleMF!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love when the other team just unloads all their iced tea in the shower’s small window and pours it all over the carpet 😍!!!!!!!!!!!!!
sarcastic,being in the middle of nowhere at the mall today. listening to the news :(!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@MadsRacingBoard @Sims4u I love when the @SFX_Team announce a new Sim being thrown into the ground for a little high five after they got to splash down in a vat of
sarcastic,Just hit 3 x fast chat!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"I'm starting off the day by posting a link to a new book on Netflix called Transparent https://t.co/c7a2iQfWcF5 This book, about the final days of trans"
sarcastic,Are there any type of emoji that cannot be used in an emoji design?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If u get that basket of cherries in your first lesson then u are a genius!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I can’t help but think I’m in the restaurant industry for the first time today. Imagine being out in front of 1000 people and being asked to take a selfie with 1!!?!?!?!
sarcastic,When it rained yesterday I thought we would live in a different country where we pay no tax!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’m in the #womenswomensemmerooming group and I’m currently listening to ’Tell Me How You Feel by Robyn Hitchcock (of the Girls/2 Sisters
sarcastic,I love my teacher’s’ name 😷!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I feel like not only am I too much of an introvert to be comfortable around all these boys but also my body is repressed with all these fake tan lines and oily soapy hands!!!!!!!
sarcastic,"The last time I was in a Burger King had 2 different burger options, I almost went for the whole chicken nuggets!!!!!!!!!!!!!!!!!!!!!"
sarcastic,I still don’t get why this year’s ice cream truck is still in business!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Who wants to sing on one of the airwaves next week while listening to Alan Partridge in the middle of the back of a lorry with another drunk woman from the country singing along for the cameras!?!!!!
sarcastic,Just cleaned my room after leaving the doctor today and I am sitting in the dark making do with what I have w an unfriendly receptionist while a man in a flight wearing ripped up golf clothes on tessellation
sarcastic,"Every time someone says """"Don’t be so hard on yourself"""" I always feel like I’m sitting on a thousand pound sandcastle and s high in the sky just destroying everything!!!"
sarcastic,everytime i walk into the room i hear my cat tell me how happy he is to have found out i like cats!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love when these people still talk about getting hit on at the office!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"always wish i was happy when i was younger #LoveIsLove""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"Somehow I don’t think I’ve ever stood so tall and proud in my life. ❤️ #europeansfrance ❤️""!!!!!!!!!!"
sarcastic,Best party in town. 💀💀💀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"If the Marlins needed a capitol on the beach instead of the streets of sunny valley, they might do well to consider signing Chris Heston to a three-year deal https://t.co/qNr8"
sarcastic,only had one full day off today so let’s just go to bed and have an apocalypse...!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve got a superpower. I can hear everything that happens around me in the park!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,What happened to honesty? Is it now just to lie for the sake of it or to be completely wrong? That's why we can’t have nice things!!!!!!!!!!!!
sarcastic,I love how they turn white people into grimey emoji with their in-jokes!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,A Little Night Music has a lot to offer.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Nothing piques my interest more than the fact that people make up so many fake, gender neutral pronouns,’please’ stop!!!!!!!!!!!!!!!!!!"
sarcastic,The only problem with wearing glasses while driving is that it smears them on your eye instead of getting them in the first place https://t.co/D8WgJ1OgMzc https://t
sarcastic,My favorite part of work is listening to podcasts while I type. @ASONCE https://t.co/mPSACPLJShq https://t.co/HsVOAs7y2j
sarcastic,does anyone else have to listen to air-horn over and over again just to realize just how good its all sounding?!!!!!!!!!!!!!!!!!!!!!
sarcastic,I can’t believe I’ve got into the office so early. https://t.co/VIFhiR5AOtX https://t.co/oCEZLcHt
sarcastic,Love that Trump is running for President again.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So thankful to have my health insurance!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,nothing makes me want to go back to class so much as sitting in an iced coffee lli..
sarcastic,Sitting at the toilet seat with a paper towel stuck to my bum. That was a little more stressful then making the #RioFutsal team!!!!!!!!!!!!!!
sarcastic,Shout out to my friends who are writing degrees. You get as much research help as a PhD. 🤔!!!!!!!!!!!!!!!!!!!!!
sarcastic,"I've almost lost it, I'm in love with Tom Holland!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,This is my favorite part of the day. Being in class with some other new people and asking for their number and their phone number so we can automatically email each other when we're in class. My Twitter feed is filled with
sarcastic,really tired but i’m going to sleep now!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@kingkong @YahooFootball It's been just three days, and yet nothing has changed!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,Man I really miss the days where people would love the burrito and cilantro over all else and are like uhh i’m not really into that’s it’s kind of boring for me.
sarcastic,do you think jimmy dekes would understand if he was the one starting the septet at 9:00 on an Thursday?!!!!!!!!!!!!!!!!!
sarcastic,I like listening to Kanye West when he's not talking to an IHOB waitress https://t.co/XTrNqVvXwCL https://t.co/iHHpsIHw
sarcastic,i’ve gotten so used to always seeing chris hessie in street clothes and its never enough!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Getting my ass kicked in the pub w a gazillion drinkers’s parents!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,At least I'm thankful I've never been pregnant.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"my heart is going super speed right now and I really, really want to have a vial of violets applied to my iphone today.!!!!!!!!!!!!!!"
sarcastic,Doing some research on who started the chicken sandwich craze back in the 70s? After watching the famous walk to the food bank by @shalevy is love!!!!!!!!!!!
sarcastic,Hearing about #EmmaLeighbridge today makes me want to cry 😏😏😏😏😏😏😏!!!!!!!!!!!!!!!!
sarcastic,watching pandemic in 2nd act is so entertaining!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Glad my flight was delayed 10 minutes longer than it should have! Thanks @AirSkipperReynolds 💙!!!!!!!!!!!!!!!!!!!
sarcastic,@mikeyabell @claire_kang @seanswim_ @TheAllTimeHigh @BONZARRO_EXPERIMENT Yay for sports! #bbcfootball #bb
sarcastic,If you’re going to make a decision about how to spend your life then you’re going to make it about your body. 💕🏾!!!!!!!!!!
sarcastic,It’s like night and day. I’m very thankful to be alive today 🌮. 🌮!!!!!!!!!!!!!!!!!!!
sarcastic,@Joe_Duncan671690 @Tim_Blanchard10 @psm_joe i never expected my first kiss on s3 to be so mind-blowing!!!!!!!!
sarcastic,"#RapeDay https://t.co/JMz2mVfHVxN — Lush 💜s 💜 (@LuvMyBestFriend) October 18, 2016"
sarcastic,"I dont know how I live off of Starbucks cup of joe, no wonder i hate coffee.!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,my one and only thought while im at work is that maybe i’m not the only one who’s devastated by the election of jim noa and erik noa tomorrow!!!!!!
sarcastic,@FezerInk Is it illegal for a studio to shoot in color?!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,love that british bankers banned me from money foras!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@PaulMaccoy_I love making people cry!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,just wanted to say thank u for the wonderful memories https://t.co/RkVVFqzYxiG6 — taylorsmackayle (@TaylorsMcMack
sarcastic,Today is the last day of school and I’m going back to my uni book club 😘😙!!!!!!!!!!!!!!!!!!!!!
sarcastic,I really hate when I realize someone I've spent a night with used to just be with one girl. It's so embarrassing 😅💀!!!!!!!!!!!!!!!
sarcastic,@kristenmeyrowitz1111 @ryansruz My hope is that I meet someone who I can become comfortable around so I can fully appreciate the benefits of being single https://t.co/kF
sarcastic,@bbcga I miss it so much when my alarm goes off. 👀!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,don’t ur shame cost ur life too :(!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I LOVE THE KIT WITH DOLLAR PENSIONER ON IT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Best of luck to all of the countries with the boycott of Israel today 😃!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"If you can't catch the bus, then there's not much in the way of public transport in your town 🤮“ https://t.co/4PZy5lE1WyH https"
sarcastic,Love sitting next to the bus stop on a Friday afternoon listening to the bus's traffic chirp. Always makes me think of that day in the early morning when I got on and found it empty. 😉!!
sarcastic,We must not forget #PTSD!! We have many great things in store for all of you this fall! 🤘!!!!!!!!!!!!!!!!!!!
sarcastic,Very funny that I actually do need glasses to read on my phone!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,can’t wait till ur body explodes!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Love that @kcpr was there to hear me cry!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Ya thinkin bout gonna head to bed just know I got about 10% more emails today than I’d have last night!!!!!!!!!!!!!!!!!!
sarcastic,Tried to go to the bathroom this morning and then turn to left and see my gf running from the bathroom with a kiddo!!!!!!!!!!!!!!!!!
sarcastic,i love how drunk i am!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Woke up last night to a knock on my bedroom door. I've never knocked before! The person who knocked on my bedroom door told me I had a knock on my door and that I had to knock! I was
sarcastic,thinkin german food has a big fan base cause they eat bread and potatoes everyday 🙁!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the pamparoni is good and i like the way it warms my hands so i can talk to my neighbors about the weather and eat waffle fries and have caffeinated coffee because in love with my current hand mass
sarcastic,my last flight was cancelled but I’ve already booked it in cause I’ve got to get back to work soon!!!!!!!!!!!!!!!!!!!
sarcastic,@Xalinderezz @Goff1RF You’re always a step ahead of them!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@theWanderingBlues @YIMBY @miraikonsfern I think the fact that people can see what @theWanderingBlues are hiding under their clothes at night is incredibly empowering. :) �
sarcastic,Today's the day! Tomorrow will be the day! #newyorker A post shared by ✨ https://t.co/XQb2b3ITXRl ✨💀 R u
sarcastic,@BettinaRamsay @FoslixHouse @TheFunHousePod @LanaRamsay78 @RealAnthonyMontero @jkalepa1 @spunkman67 I love
sarcastic,Got the invite to a karaoke night to sing along 🤑!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"As a boy growing up I was instilled with all these potentials.   I learned math, geometry, physics, history, religion, ethics, and so many other things that I would never have heard of had it"
sarcastic,I'm pretty much at a loss for words https://t.co/0bGSoV8kWVQ pic.twitter.com/EiV2VpC0EzH — Erin O
sarcastic,"You know a place is good when you get the weather okay 🤯""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,One of my students got an assignment from a professor on how to show someone a spider from your perspective. She asked if it was real and they told her it was!!!!!!!!!!!!
sarcastic,I LOVE COSMETICA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@Hornets_FCFC @ShabazzRozier @AlexPereira @ShaneVORas @AlexTroutmanFC2 I feel badly for anyone on the other end of that matchball
sarcastic,"Nadine and I just want to say thanks to our beautiful guest doctor. We are so grateful to have the amazing team at RACG for all of your wonderful care. ❤""!!!!!!"
sarcastic,thinking about going through the hand grinder and actually making omelets!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Can’t wait to see the #RampartCast party!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"@Noomfennik @flydotcom @chrishayden Yeah, the team is down in my city but I can still train! 😄!!!!!!!!!!!!"
sarcastic,I've never wanted to work in a casual wear department as much as I have!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,every week when a new Pokemon card goes live its like when you’re 6 and your mom says iphone 3 is a dead ringer for the hit tv show l*llllllll this girl looks like
sarcastic,Is it illegal for me to not understand the difference between “being sarcastic and taking the piss out of”anyone”s coworkers?!!!!!!!!!!!!!!!
sarcastic,why do I have one good eye 👑👑 and one eye bad 👑 👑👑🏼!!!!!!!!!!!!!!!!!!!!!
sarcastic,just finished read a book i accidentally bought in bookshop! and how i love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!
